@relation example

@attribute id numeric
@attribute gender {female,male}
@attribute age_category {21-24,33-36,25-28,51-80,17-20,29-32,37-50,13-16}
@attribute relationship {Single,Married,'In a relationship',Engaged}
@attribute privacy {2.0,7-10,3-4,21-64,11-20,5-6}
@attribute pos numeric
@attribute attitude numeric

@data
96,female,21-24,Single,2.0,1,0
97,female,21-24,Single,2.0,1,0
98,female,21-24,Single,2.0,1,0
99,female,21-24,Single,2.0,1,0
100,female,21-24,Single,2.0,1,0
101,female,21-24,Single,2.0,1,0
102,female,21-24,Single,2.0,1,0
103,female,21-24,Single,2.0,1,0
104,female,21-24,Single,2.0,1,0
105,female,21-24,Single,2.0,1,0
106,female,21-24,Single,2.0,2,1
107,female,21-24,Single,2.0,2,1
108,female,21-24,Single,2.0,2,1
109,female,21-24,Single,2.0,2,1
110,female,21-24,Single,2.0,1,-1
111,female,21-24,Single,2.0,2,1
112,female,21-24,Single,2.0,1,0
113,female,21-24,Single,2.0,1,0
114,female,21-24,Single,2.0,2,1
115,female,21-24,Single,2.0,1,0
116,female,21-24,Single,2.0,1,0
117,female,21-24,Single,2.0,1,0
118,female,21-24,Single,2.0,1,0
119,female,21-24,Single,2.0,1,0
120,female,21-24,Single,2.0,2,1
121,female,21-24,Single,2.0,1,0
122,female,21-24,Single,2.0,1,0
123,female,21-24,Single,2.0,1,0
124,female,21-24,Single,2.0,1,0
125,female,21-24,Single,2.0,2,1
126,female,21-24,Single,2.0,1,0
127,female,21-24,Single,2.0,1,0
128,female,21-24,Single,2.0,1,0
129,male,25-28,Married,2.0,1,0
130,female,21-24,Single,2.0,1,0
131,male,25-28,Married,2.0,1,0
132,male,25-28,Married,2.0,1,0
133,female,21-24,Single,2.0,1,0
134,female,21-24,Single,2.0,1,0
135,male,25-28,Married,2.0,1,0
136,female,21-24,Single,2.0,1,0
137,female,21-24,Single,2.0,1,0
138,male,25-28,Married,2.0,1,0
139,female,21-24,Single,2.0,1,0
140,female,21-24,Single,2.0,1,0
141,male,25-28,Married,2.0,1,0
142,female,21-24,Single,2.0,1,0
143,female,21-24,Single,2.0,1,0
144,male,25-28,Married,2.0,1,0
145,female,21-24,Single,2.0,1,0
146,male,25-28,Married,2.0,1,0
147,male,25-28,Married,2.0,1,0
148,male,25-28,Married,2.0,1,0
149,female,21-24,Single,2.0,1,0
150,male,25-28,Married,2.0,2,1
151,female,21-24,Single,2.0,1,0
152,female,21-24,Single,2.0,3,2
153,female,21-24,Single,2.0,2,1
154,female,21-24,Single,2.0,1,0
155,female,21-24,Single,2.0,1,0
156,female,21-24,Single,2.0,1,0
157,female,21-24,Single,2.0,2,1
158,female,21-24,Single,2.0,1,0
159,female,21-24,Single,2.0,1,0
160,female,21-24,Single,2.0,1,0
161,female,21-24,Single,2.0,1,0
162,female,21-24,Single,2.0,1,0
163,female,21-24,Single,2.0,1,0
164,female,21-24,Single,2.0,1,0
165,female,21-24,Single,2.0,1,0
166,female,21-24,Single,2.0,2,1
167,female,21-24,Single,2.0,2,1
168,male,21-24,Single,2.0,2,1
169,female,21-24,Single,2.0,1,0
170,male,21-24,Single,2.0,2,1
171,female,21-24,Single,2.0,1,0
172,female,21-24,Single,2.0,2,1
173,male,21-24,Single,2.0,3,2
174,female,21-24,Single,2.0,2,1
175,female,21-24,Single,2.0,2,1
176,female,21-24,'In a relationship',2.0,2,1
177,female,21-24,'In a relationship',2.0,2,1
178,female,21-24,'In a relationship',2.0,1,0
179,female,21-24,'In a relationship',2.0,2,1
180,female,21-24,'In a relationship',2.0,1,0
181,female,21-24,'In a relationship',2.0,2,1
182,female,21-24,'In a relationship',2.0,1,0
183,female,21-24,'In a relationship',2.0,1,0
184,female,21-24,'In a relationship',2.0,4,3
185,female,25-28,'In a relationship',2.0,2,1
186,female,25-28,'In a relationship',2.0,2,1
187,male,25-28,'In a relationship',7-10,1,0
188,female,21-24,'In a relationship',7-10,2,1
189,female,21-24,'In a relationship',7-10,2,1
190,male,25-28,'In a relationship',7-10,1,0
191,female,21-24,'In a relationship',7-10,1,0
192,female,21-24,'In a relationship',7-10,2,1
193,female,21-24,'In a relationship',7-10,1,0
194,male,25-28,'In a relationship',7-10,1,0
195,female,21-24,Single,2.0,1,0
196,female,21-24,Single,2.0,2,1
197,female,21-24,Single,2.0,2,1
198,female,21-24,Single,2.0,3,2
199,female,21-24,Single,2.0,1,0
200,female,21-24,Single,2.0,1,0
201,female,21-24,Single,2.0,1,0
202,female,21-24,Single,2.0,1,0
203,female,25-28,'In a relationship',2.0,1,-3
204,female,25-28,'In a relationship',2.0,1,0
205,female,25-28,'In a relationship',2.0,1,0
206,female,25-28,'In a relationship',2.0,1,0
207,female,25-28,'In a relationship',2.0,1,0
208,female,25-28,'In a relationship',2.0,1,0
209,female,25-28,'In a relationship',2.0,2,1
210,female,25-28,'In a relationship',2.0,1,0
211,male,25-28,'In a relationship',2.0,1,0
212,male,25-28,'In a relationship',2.0,1,0
213,female,25-28,'In a relationship',2.0,1,0
214,female,25-28,'In a relationship',2.0,1,0
215,female,25-28,'In a relationship',2.0,2,1
216,male,25-28,'In a relationship',2.0,1,0
217,male,25-28,'In a relationship',2.0,1,0
218,male,25-28,'In a relationship',2.0,1,0
219,male,25-28,'In a relationship',2.0,1,0
220,male,25-28,'In a relationship',2.0,2,1
221,male,25-28,'In a relationship',2.0,1,0
222,female,25-28,'In a relationship',2.0,2,1
223,male,25-28,'In a relationship',2.0,2,1
224,female,25-28,'In a relationship',2.0,2,1
225,male,25-28,'In a relationship',2.0,1,0
226,female,25-28,'In a relationship',3-4,1,0
227,female,25-28,'In a relationship',3-4,1,0
228,female,25-28,'In a relationship',3-4,1,0
229,female,25-28,'In a relationship',3-4,1,0
230,female,25-28,'In a relationship',3-4,1,0
231,female,25-28,'In a relationship',3-4,1,0
232,female,25-28,'In a relationship',3-4,2,1
233,female,25-28,'In a relationship',2.0,1,0
234,female,25-28,'In a relationship',2.0,1,0
235,female,25-28,'In a relationship',2.0,1,0
236,female,25-28,'In a relationship',2.0,1,-3
237,female,25-28,'In a relationship',2.0,3,2
238,female,25-28,'In a relationship',2.0,1,0
239,female,25-28,'In a relationship',2.0,1,0
240,female,25-28,'In a relationship',2.0,2,1
241,female,25-28,'In a relationship',2.0,1,0
242,female,25-28,'In a relationship',2.0,2,1
243,female,25-28,'In a relationship',2.0,1,0
244,female,25-28,'In a relationship',2.0,1,0
245,female,25-28,'In a relationship',2.0,1,0
246,female,25-28,'In a relationship',2.0,1,0
247,female,25-28,'In a relationship',2.0,1,0
248,female,25-28,'In a relationship',2.0,1,0
249,female,25-28,'In a relationship',2.0,1,0
250,female,25-28,'In a relationship',2.0,2,1
251,female,25-28,'In a relationship',2.0,2,1
252,female,25-28,'In a relationship',2.0,2,1
253,female,25-28,'In a relationship',3-4,1,0
254,female,25-28,'In a relationship',3-4,1,0
255,female,25-28,'In a relationship',3-4,2,1
256,female,25-28,'In a relationship',3-4,1,0
257,female,25-28,'In a relationship',2.0,1,0
258,female,25-28,'In a relationship',2.0,1,0
259,female,25-28,'In a relationship',2.0,1,0
260,female,25-28,'In a relationship',2.0,1,0
261,female,25-28,'In a relationship',2.0,1,0
262,female,25-28,'In a relationship',2.0,1,0
263,female,25-28,'In a relationship',2.0,2,1
264,female,25-28,'In a relationship',2.0,1,0
265,female,25-28,'In a relationship',2.0,2,1
266,female,25-28,'In a relationship',2.0,1,0
267,female,25-28,'In a relationship',2.0,1,-2
268,female,25-28,'In a relationship',2.0,1,0
269,female,25-28,'In a relationship',2.0,1,0
270,female,25-28,'In a relationship',2.0,1,0
271,female,25-28,'In a relationship',2.0,1,0
272,female,25-28,'In a relationship',2.0,1,0
273,female,25-28,'In a relationship',2.0,1,0
274,female,25-28,'In a relationship',2.0,1,0
275,female,25-28,'In a relationship',2.0,2,1
276,female,25-28,Engaged,2.0,2,1
277,female,25-28,'In a relationship',2.0,1,0
278,female,25-28,'In a relationship',2.0,1,0
279,female,25-28,'In a relationship',2.0,1,0
280,female,25-28,'In a relationship',2.0,2,1
281,female,25-28,'In a relationship',2.0,1,0
282,female,25-28,'In a relationship',2.0,2,1
283,female,25-28,'In a relationship',2.0,1,0
284,female,25-28,'In a relationship',2.0,1,0
285,female,25-28,'In a relationship',2.0,2,1
286,female,25-28,'In a relationship',2.0,1,0
287,female,25-28,'In a relationship',2.0,1,0
288,female,25-28,'In a relationship',2.0,3,2
289,female,25-28,'In a relationship',2.0,1,0
290,female,25-28,'In a relationship',2.0,1,0
291,female,25-28,'In a relationship',2.0,2,1
292,female,25-28,'In a relationship',2.0,2,1
293,female,25-28,'In a relationship',2.0,1,0
294,female,25-28,'In a relationship',2.0,1,0
295,female,25-28,'In a relationship',2.0,1,0
296,female,25-28,'In a relationship',2.0,2,1
297,female,25-28,'In a relationship',2.0,2,1
298,female,25-28,'In a relationship',2.0,2,1
299,female,25-28,'In a relationship',2.0,1,0
300,female,25-28,'In a relationship',2.0,2,1
301,female,25-28,'In a relationship',2.0,2,1
302,female,25-28,'In a relationship',2.0,3,-1
303,female,25-28,'In a relationship',2.0,1,0
304,female,25-28,'In a relationship',2.0,1,0
305,female,25-28,'In a relationship',2.0,2,1
306,female,25-28,'In a relationship',2.0,1,0
307,female,25-28,'In a relationship',2.0,1,0
308,female,25-28,'In a relationship',3-4,1,0
309,female,25-28,'In a relationship',3-4,1,0
310,female,25-28,'In a relationship',3-4,1,0
311,female,25-28,'In a relationship',3-4,1,0
312,female,25-28,'In a relationship',3-4,2,1
313,female,25-28,'In a relationship',2.0,2,1
314,female,25-28,'In a relationship',2.0,1,0
315,female,25-28,'In a relationship',2.0,2,1
316,female,25-28,'In a relationship',2.0,1,0
317,female,25-28,'In a relationship',2.0,1,0
318,female,25-28,'In a relationship',2.0,1,0
319,female,25-28,'In a relationship',2.0,3,2
320,female,25-28,'In a relationship',2.0,1,0
321,female,25-28,'In a relationship',2.0,2,1
322,female,25-28,'In a relationship',2.0,1,0
323,female,25-28,'In a relationship',2.0,2,1
324,female,25-28,'In a relationship',2.0,1,0
325,female,25-28,'In a relationship',2.0,1,0
326,female,25-28,'In a relationship',2.0,2,1
327,female,25-28,'In a relationship',2.0,1,0
328,female,25-28,'In a relationship',2.0,1,0
329,female,25-28,'In a relationship',2.0,1,0
330,female,25-28,'In a relationship',2.0,1,0
331,female,25-28,'In a relationship',2.0,1,0
332,female,25-28,'In a relationship',2.0,1,0
333,female,25-28,'In a relationship',2.0,1,0
334,female,25-28,'In a relationship',2.0,1,0
335,female,25-28,'In a relationship',3-4,1,0
336,female,25-28,'In a relationship',3-4,1,0
337,female,25-28,'In a relationship',2.0,1,0
338,female,25-28,'In a relationship',2.0,1,0
339,female,25-28,'In a relationship',2.0,2,1
340,female,25-28,'In a relationship',2.0,2,1
341,female,25-28,'In a relationship',2.0,1,0
342,female,25-28,'In a relationship',2.0,1,0
343,female,25-28,'In a relationship',2.0,1,0
344,female,25-28,'In a relationship',2.0,3,2
345,female,25-28,'In a relationship',2.0,2,1
346,female,25-28,'In a relationship',2.0,2,1
347,female,25-28,'In a relationship',2.0,2,1
348,female,25-28,'In a relationship',2.0,2,1
349,female,25-28,'In a relationship',2.0,2,1
350,female,25-28,'In a relationship',2.0,3,2
351,female,25-28,'In a relationship',2.0,2,1
352,female,25-28,'In a relationship',2.0,1,0
353,female,25-28,'In a relationship',2.0,3,-1
354,female,25-28,'In a relationship',2.0,1,0
355,female,25-28,'In a relationship',2.0,2,1
356,female,25-28,'In a relationship',2.0,1,0
357,female,25-28,'In a relationship',2.0,1,0
358,female,25-28,'In a relationship',2.0,2,1
359,female,25-28,'In a relationship',2.0,1,0
360,female,25-28,'In a relationship',2.0,1,0
361,female,25-28,'In a relationship',2.0,3,2
362,female,25-28,'In a relationship',2.0,2,0
363,female,25-28,'In a relationship',2.0,1,-1
364,female,25-28,'In a relationship',2.0,1,0
365,female,25-28,'In a relationship',2.0,2,1
366,female,25-28,'In a relationship',2.0,1,0
367,female,25-28,'In a relationship',2.0,1,0
368,female,25-28,'In a relationship',2.0,1,0
369,female,25-28,'In a relationship',2.0,1,0
370,female,25-28,'In a relationship',2.0,1,0
371,female,25-28,'In a relationship',2.0,2,1
372,female,25-28,'In a relationship',2.0,1,0
373,female,51-80,Married,2.0,1,0
374,female,25-28,'In a relationship',2.0,1,0
375,female,51-80,Married,2.0,1,0
376,female,25-28,'In a relationship',2.0,1,0
377,female,51-80,Married,2.0,1,-3
378,female,25-28,'In a relationship',2.0,2,1
379,female,25-28,'In a relationship',2.0,1,0
380,female,51-80,Married,2.0,1,0
381,female,25-28,'In a relationship',2.0,1,0
382,female,25-28,'In a relationship',2.0,1,0
383,female,51-80,Married,2.0,1,0
384,female,51-80,Married,2.0,1,0
385,female,25-28,'In a relationship',2.0,1,0
386,female,25-28,'In a relationship',2.0,2,1
387,female,51-80,Married,2.0,1,0
388,female,25-28,'In a relationship',2.0,1,0
389,female,51-80,Married,2.0,1,0
390,female,25-28,'In a relationship',2.0,1,0
391,female,25-28,'In a relationship',2.0,2,1
392,female,51-80,Married,2.0,1,0
393,female,51-80,Married,2.0,1,0
394,female,25-28,'In a relationship',2.0,1,0
395,female,51-80,Married,2.0,1,0
396,female,51-80,Married,2.0,1,0
397,female,25-28,'In a relationship',2.0,2,1
398,female,25-28,'In a relationship',2.0,1,0
399,female,25-28,'In a relationship',2.0,1,0
400,female,25-28,'In a relationship',2.0,1,-2
401,female,25-28,'In a relationship',2.0,1,0
402,female,25-28,'In a relationship',2.0,1,0
403,female,25-28,'In a relationship',2.0,3,2
404,female,25-28,'In a relationship',2.0,1,0
405,female,25-28,'In a relationship',2.0,1,0
406,female,25-28,'In a relationship',2.0,1,0
407,female,25-28,'In a relationship',2.0,1,0
408,female,25-28,'In a relationship',2.0,1,0
409,female,25-28,'In a relationship',2.0,2,1
410,female,25-28,'In a relationship',2.0,1,0
411,female,25-28,'In a relationship',2.0,3,2
412,female,25-28,'In a relationship',2.0,1,0
413,female,25-28,'In a relationship',2.0,1,0
414,female,25-28,'In a relationship',2.0,1,-3
415,female,25-28,'In a relationship',2.0,1,0
416,female,25-28,'In a relationship',2.0,1,0
417,female,25-28,'In a relationship',2.0,1,0
418,female,25-28,'In a relationship',2.0,1,0
419,female,25-28,'In a relationship',2.0,2,1
420,female,25-28,'In a relationship',2.0,1,0
421,female,25-28,'In a relationship',2.0,1,0
422,female,25-28,'In a relationship',3-4,1,0
423,female,25-28,'In a relationship',3-4,2,1
424,female,25-28,'In a relationship',3-4,1,0
425,female,25-28,'In a relationship',3-4,1,0
426,female,25-28,'In a relationship',2.0,2,-1
427,female,25-28,'In a relationship',2.0,2,-2
428,female,25-28,'In a relationship',2.0,3,0
429,female,25-28,'In a relationship',2.0,1,-1
430,female,25-28,'In a relationship',2.0,2,1
431,female,25-28,'In a relationship',2.0,3,2
432,female,25-28,'In a relationship',2.0,2,1
433,female,25-28,'In a relationship',2.0,2,1
434,female,25-28,'In a relationship',2.0,1,-2
435,female,25-28,'In a relationship',2.0,1,0
436,female,25-28,'In a relationship',2.0,2,1
437,female,25-28,'In a relationship',2.0,1,0
438,female,25-28,'In a relationship',2.0,1,0
439,female,25-28,'In a relationship',2.0,1,0
440,female,25-28,'In a relationship',2.0,2,1
441,female,25-28,'In a relationship',2.0,1,0
442,female,25-28,'In a relationship',2.0,2,1
443,female,25-28,'In a relationship',2.0,1,0
444,female,25-28,'In a relationship',2.0,1,0
445,female,25-28,'In a relationship',2.0,1,0
446,female,25-28,'In a relationship',2.0,1,0
447,female,25-28,'In a relationship',2.0,2,1
448,female,25-28,'In a relationship',2.0,1,0
449,female,25-28,'In a relationship',2.0,1,0
450,male,21-24,'In a relationship',2.0,1,0
451,male,21-24,'In a relationship',2.0,1,0
452,male,21-24,'In a relationship',2.0,1,0
453,male,21-24,'In a relationship',2.0,1,0
454,male,21-24,'In a relationship',2.0,1,0
455,male,21-24,'In a relationship',2.0,1,0
456,male,21-24,'In a relationship',2.0,1,0
457,male,21-24,'In a relationship',2.0,2,1
458,male,21-24,'In a relationship',2.0,1,0
459,male,21-24,'In a relationship',2.0,1,0
460,male,21-24,'In a relationship',2.0,2,1
461,male,21-24,'In a relationship',2.0,2,1
462,male,21-24,Single,21-64,1,0
463,male,21-24,'In a relationship',2.0,1,0
464,male,21-24,'In a relationship',2.0,1,0
465,male,21-24,'In a relationship',2.0,1,0
466,male,21-24,'In a relationship',2.0,1,0
467,male,21-24,'In a relationship',2.0,1,0
468,male,21-24,'In a relationship',2.0,1,0
469,male,21-24,'In a relationship',2.0,1,0
470,male,21-24,'In a relationship',2.0,1,0
471,male,21-24,'In a relationship',2.0,2,1
472,male,21-24,'In a relationship',2.0,1,0
473,male,21-24,'In a relationship',2.0,1,0
474,male,21-24,'In a relationship',2.0,1,0
475,male,21-24,'In a relationship',2.0,1,0
476,male,17-20,Single,2.0,1,0
477,male,17-20,Single,2.0,1,0
478,male,21-24,'In a relationship',2.0,1,0
479,male,21-24,'In a relationship',2.0,1,0
480,male,21-24,'In a relationship',2.0,1,0
481,male,25-28,'In a relationship',2.0,1,0
482,male,25-28,'In a relationship',2.0,2,1
483,male,21-24,'In a relationship',2.0,1,-1
484,male,21-24,'In a relationship',2.0,1,0
485,male,21-24,'In a relationship',2.0,1,0
486,male,21-24,'In a relationship',2.0,1,0
487,male,25-28,'In a relationship',2.0,1,0
488,male,21-24,'In a relationship',2.0,1,0
489,male,25-28,'In a relationship',2.0,1,0
490,male,25-28,'In a relationship',2.0,1,0
491,male,25-28,'In a relationship',2.0,1,0
492,male,21-24,'In a relationship',2.0,1,0
493,male,21-24,'In a relationship',2.0,1,-1
494,male,25-28,'In a relationship',2.0,1,0
495,male,25-28,'In a relationship',2.0,1,0
496,male,21-24,'In a relationship',2.0,1,0
497,male,21-24,'In a relationship',2.0,1,0
498,male,21-24,'In a relationship',3-4,1,0
499,male,21-24,'In a relationship',3-4,1,0
500,male,21-24,'In a relationship',3-4,1,0
501,male,21-24,'In a relationship',3-4,2,1
502,male,21-24,'In a relationship',11-20,1,0
503,male,21-24,'In a relationship',11-20,1,0
504,male,21-24,'In a relationship',11-20,1,0
505,male,21-24,'In a relationship',2.0,1,0
506,male,21-24,'In a relationship',2.0,2,1
507,male,21-24,'In a relationship',2.0,2,1
508,male,21-24,'In a relationship',2.0,1,0
509,male,21-24,'In a relationship',2.0,1,0
510,male,21-24,'In a relationship',2.0,1,0
511,male,21-24,'In a relationship',2.0,1,0
512,male,21-24,'In a relationship',2.0,2,1
513,male,21-24,'In a relationship',2.0,1,0
514,male,21-24,'In a relationship',2.0,2,1
515,male,21-24,'In a relationship',2.0,1,0
516,male,21-24,'In a relationship',2.0,1,0
517,male,21-24,'In a relationship',2.0,1,0
518,male,21-24,'In a relationship',2.0,1,0
519,male,21-24,'In a relationship',2.0,1,0
520,male,21-24,'In a relationship',2.0,1,0
521,male,21-24,'In a relationship',2.0,1,0
522,male,21-24,'In a relationship',2.0,1,-1
523,male,21-24,'In a relationship',2.0,1,0
524,male,21-24,'In a relationship',2.0,1,-1
525,male,21-24,'In a relationship',2.0,2,1
526,male,21-24,'In a relationship',2.0,2,1
527,male,21-24,'In a relationship',2.0,2,1
528,male,21-24,'In a relationship',2.0,1,0
529,male,21-24,'In a relationship',2.0,1,0
530,male,21-24,'In a relationship',2.0,2,1
531,male,21-24,'In a relationship',2.0,1,0
532,male,21-24,'In a relationship',2.0,2,1
533,male,21-24,'In a relationship',2.0,1,-1
534,male,21-24,'In a relationship',2.0,1,0
535,male,21-24,'In a relationship',2.0,1,0
536,male,21-24,'In a relationship',2.0,2,1
537,male,21-24,'In a relationship',2.0,2,1
538,male,21-24,'In a relationship',2.0,1,0
539,male,21-24,'In a relationship',2.0,1,-1
540,male,21-24,'In a relationship',2.0,1,0
541,male,21-24,'In a relationship',2.0,1,0
542,male,21-24,'In a relationship',2.0,1,0
543,male,21-24,'In a relationship',2.0,1,0
544,male,21-24,'In a relationship',2.0,2,1
545,male,21-24,'In a relationship',2.0,1,0
546,male,21-24,'In a relationship',2.0,1,0
547,male,21-24,'In a relationship',2.0,2,1
548,male,21-24,'In a relationship',2.0,2,1
549,male,21-24,'In a relationship',2.0,2,0
550,male,21-24,'In a relationship',2.0,1,-1
551,male,21-24,'In a relationship',2.0,1,-1
552,male,21-24,'In a relationship',2.0,1,0
553,male,21-24,'In a relationship',2.0,1,0
554,male,21-24,'In a relationship',2.0,1,-1
555,male,21-24,'In a relationship',2.0,1,0
556,male,21-24,'In a relationship',2.0,2,1
557,male,21-24,'In a relationship',2.0,2,0
558,male,21-24,'In a relationship',2.0,2,1
559,male,21-24,'In a relationship',2.0,2,1
560,male,21-24,'In a relationship',2.0,1,0
561,male,21-24,'In a relationship',2.0,1,0
562,male,21-24,'In a relationship',2.0,1,0
563,male,21-24,'In a relationship',2.0,1,0
564,male,21-24,'In a relationship',2.0,2,1
565,male,21-24,'In a relationship',2.0,2,1
566,male,21-24,'In a relationship',2.0,1,0
567,male,21-24,'In a relationship',2.0,1,-1
568,male,21-24,'In a relationship',2.0,1,0
569,male,21-24,'In a relationship',2.0,1,0
570,male,21-24,'In a relationship',2.0,1,0
571,male,21-24,'In a relationship',2.0,2,1
572,male,21-24,'In a relationship',2.0,1,0
573,male,21-24,'In a relationship',2.0,1,0
574,male,21-24,'In a relationship',2.0,2,0
575,male,21-24,'In a relationship',2.0,2,1
576,male,21-24,'In a relationship',2.0,2,1
577,male,21-24,'In a relationship',2.0,1,0
578,male,21-24,'In a relationship',2.0,1,0
579,male,21-24,'In a relationship',2.0,1,0
580,male,21-24,'In a relationship',2.0,1,0
581,male,21-24,'In a relationship',2.0,2,1
582,male,21-24,'In a relationship',2.0,2,1
583,male,21-24,'In a relationship',2.0,2,1
584,male,21-24,'In a relationship',2.0,1,0
585,male,21-24,'In a relationship',2.0,1,0
586,male,21-24,'In a relationship',2.0,1,0
587,male,21-24,'In a relationship',2.0,1,0
588,male,21-24,'In a relationship',2.0,1,0
589,male,21-24,'In a relationship',2.0,1,0
590,male,21-24,'In a relationship',2.0,1,0
591,male,21-24,'In a relationship',2.0,1,0
592,male,21-24,'In a relationship',2.0,1,0
593,male,21-24,'In a relationship',2.0,1,0
594,male,21-24,'In a relationship',2.0,1,0
595,male,21-24,'In a relationship',2.0,1,0
596,male,21-24,'In a relationship',2.0,2,1
597,male,21-24,'In a relationship',2.0,1,0
598,male,21-24,'In a relationship',2.0,1,0
599,male,21-24,'In a relationship',2.0,1,0
600,male,21-24,'In a relationship',2.0,2,1
601,male,21-24,'In a relationship',2.0,2,1
602,male,21-24,'In a relationship',2.0,1,0
603,male,21-24,'In a relationship',2.0,1,0
604,male,21-24,'In a relationship',2.0,2,1
605,male,21-24,'In a relationship',2.0,1,0
606,male,21-24,'In a relationship',2.0,2,1
607,male,21-24,'In a relationship',2.0,2,1
608,male,21-24,'In a relationship',2.0,2,1
609,male,21-24,'In a relationship',2.0,1,0
610,male,21-24,'In a relationship',2.0,1,0
611,male,21-24,'In a relationship',3-4,2,0
612,male,21-24,'In a relationship',3-4,1,0
613,male,21-24,'In a relationship',3-4,1,0
614,male,21-24,'In a relationship',3-4,1,0
615,male,21-24,'In a relationship',3-4,1,0
616,male,21-24,'In a relationship',3-4,1,0
617,male,21-24,'In a relationship',3-4,1,0
618,male,21-24,Single,3-4,1,0
619,male,21-24,Single,3-4,1,-2
620,male,21-24,Single,3-4,1,-3
621,male,21-24,Single,3-4,1,-3
622,male,21-24,Single,3-4,1,0
623,male,21-24,Single,3-4,1,-2
624,male,21-24,Single,3-4,1,0
625,male,21-24,Single,3-4,1,0
626,male,21-24,Single,3-4,2,1
627,male,21-24,Single,3-4,1,0
628,male,21-24,Single,3-4,2,1
629,female,21-24,Single,2.0,2,1
630,female,21-24,Single,2.0,2,-2
631,female,21-24,Single,2.0,2,1
